" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week",""
"2","1","The Pink Panther 2","Sony","$3,836","-23.4%","1","$3,836","$90,856","8","USA"
"3","2","The International","Sony","$3,255","-20.8%","1","$3,255","$40,816","6","Germany, UK, USA"
"4","4","Bride Wars","n/a","$2,180","-9.9%","1","$2,180","$77,997","12","USA"
"5","3","Marley and Me","n/a","$2,133","-35.9%","1","$2,133","$28,852","5","USA"
"6","5","Underworld: Rise of the Lycans","Sony","$828","-61.3%","1","$828","$56,338","11","USA"
"7","8","Australia","n/a","$143","-78.4%","1","$143","$50,447","15","Australia, USA"
" TW"," LW"," Movie"," Studio"," Weekend Gross"," Change"," Screens / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","2","The Pink Panther 2","Sony","$5,006","+3.5%","1","$5,006","$85,454","7","USA"
"2","1","The International","Sony","$4,112","-31.9%","1","$4,112","$36,508","5","Germany, UK, USA"
"3","3","Marley and Me","n/a","$3,327","-28.8%","1","$3,327","$25,673","4","USA"
"4","4","Bride Wars","n/a","$2,420","+20.2%","1","$2,420","$75,147","11","USA"
"5","6","Underworld: Rise of the Lycans","Sony","$2,141","+38.7%","1","$2,141","$54,794","10","USA"
"6","5","Seven Pounds","n/a","$1,735","+5.8%","1","$1,735","$44,882","9","USA"
"7","7","Quarantine","n/a","$1,449","+27.0%","1","$1,449","$36,509","12","USA"
"8","8","Australia","n/a","$661","-17.5%","1","$661","$49,850","14","Australia, USA"
" TW"," LW"," Movie"," Weekend Gross"," Change"," Screens / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","3","The International","$6,038","+38.1%","1","$6,038","$30,658","4","Germany, UK, USA"
"2","1","The Pink Panther 2","$4,839","-4.7%","1","$4,839","$76,633","6","USA"
"3","2","Marley and Me","$4,672","+4.9%","1","$4,672","$22,346","3","USA"
"4","5","Bride Wars","$2,014","-22.4%","1","$2,014","$72,727","10","USA"
"5","7","Seven Pounds","$1,640","+17.1%","1","$1,640","$42,606","8","USA"
"6","6","Underworld: Rise of the Lycans","$1,544","-2.0%","1","$1,544","$52,231","9","USA"
"7","8","Quarantine","$1,141","+5.7%","1","$1,141","$34,774","11","USA"
"8","9","Australia","$801","+4.8%","1","$801","$49,190","13","Australia, USA"
"9","11","The Day the Earth Stood Still (2008)","$509","+73.1%","1","$509","$61,311","15","USA"
"10","10","Punisher: War Zone","$470","+37.4%","1","$470","$46,977","16","Canada, Germany, USA"
" TW"," LW"," Movie"," Weekend Gross"," Change"," Screens / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","2","The Pink Panther 2","$5,078","-35.4%","1","$5,078","$72,624","5","USA"
"2","1","Marley and Me","$4,454","-44.2%","1","$4,454","$15,324","2","USA"
"3","3","The International","$4,372","-34.4%","1","$4,372","$23,421","3","Germany, UK, USA"
"4","-","Crossing Over","$3,046","-","1","$3,046","$21,931","3","USA"
"5","5","Bride Wars","$2,595","+3.2%","1","$2,595","$69,045","9","USA"
"6","4","Underworld: Rise of the Lycans","$1,576","-37.9%","1","$1,576","$49,995","8","USA"
"7","6","Seven Pounds","$1,401","-27.6%","1","$1,401","$40,354","7","USA"
"8","7","Quarantine","$1,080","-36.6%","1","$1,080","$33,346","10","USA"
"9","8","Australia","$764","-22.6%","1","$764","$47,627","12","Australia, USA"
"10","9","Punisher: War Zone","$342","-43.5%","1","$342","$46,340","15","Canada, Germany, USA"
"11","10","The Day the Earth Stood Still (2008)","$294","-27.6%","1","$294","$60,534","14","USA"
" TW"," LW"," Movie"," Weekend Gross"," Change"," Screens / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","Marley and Me","$7,986","-","1","$7,986","$7,986","1","USA"
"2","1","The Pink Panther 2","$7,864","-24.7%","1","$7,864","$65,174","4","USA"
"3","2","The International","$6,662","-18.0%","1","$6,662","$16,958","2","Germany, UK, USA"
"4","5","Underworld: Rise of the Lycans","$2,539","-27.5%","1","$2,539","$47,639","7","USA"
"5","4","Bride Wars","$2,515","-33.0%","1","$2,515","$65,397","8","USA"
"6","6","Seven Pounds","$1,934","-24.1%","1","$1,934","$38,276","6","USA"
"7","7","Quarantine","$1,703","-9.9%","1","$1,703","$31,463","9","USA"
"8","8","Australia","$987","+6.9%","1","$987","$46,433","11","Australia, USA"
"9","10","Punisher: War Zone","$605","-2.6%","1","$605","$45,783","14","Canada, Germany, USA"
"10","9","The Day the Earth Stood Still (2008)","$406","-39.2%","1","$406","$60,046","13","USA"
" TW"," LW"," Movie"," Weekend Gross"," Change"," Screens / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","1","The Pink Panther 2","$10,449","-33.0%","1","$10,449","$55,081","3","USA"
"2","N","The International","$8,120","-","1","$8,120","$8,120","1","Germany, UK, USA"
"3","2","Valkyrie","$7,123","-39.5%","1","$7,123","$128,265","7","Germany, USA"
"4","3","Bride Wars","$3,756","-34.3%","1","$3,756","$61,545","7","USA"
"5","5","Underworld: Rise of the Lycans","$3,502","-17.8%","1","$3,502","$43,850","6","USA"
"6","4","Seven Pounds","$2,549","-44.5%","1","$2,549","$35,475","5","USA"
"7","6","Quarantine","$1,891","-27.6%","1","$1,891","$29,149","8","USA"
"8","7","Australia","$923","-44.1%","1","$923","$44,905","10","Australia, USA"
"9","9","The Day the Earth Stood Still (2008)","$668","-8.7%","1","$668","$59,561","12","USA"
"10","8","Punisher: War Zone","$621","-42.6%","1","$621","$44,757","13","Canada, Germany, USA"
" TW"," LW"," Movie"," Weekend Gross"," Change"," Screens / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","1","The Pink Panther 2","$15,593","-11.1%","1","$15,593","$37,806","2","USA"
"2","2","Valkyrie","$11,766","+7.8%","1","$11,766","$121,242","6","Germany, USA"
"3","3","Bride Wars","$5,714","+11.0%","1","$5,714","$54,319","6","USA"
"4","4","Seven Pounds","$4,589","+3.9%","1","$4,589","$30,779","4","USA"
"5","5","Underworld: Rise of the Lycans","$4,258","+34.5%","1","$4,258","$38,001","5","USA"
"6","7","Quarantine","$2,610","+120.1%","1","$2,610","$25,268","7","USA"
"7","6","Australia","$1,650","+8.8%","1","$1,650","$43,051","9","Australia, USA"
"8","9","Punisher: War Zone","$1,082","+138.3%","1","$1,082","$43,038","12","Canada, Germany, USA"
"9","8","The Day the Earth Stood Still (2008)","$732","-8.0%","1","$732","$58,312","11","USA"
" TW"," LW"," Movie"," Weekend Gross"," Change"," Screens / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","N","The Pink Panther 2","$17,532","-","1","$17,532","$17,532","1","USA"
"2","1","Valkyrie","$10,915","-5.6%","1","$10,915","$97,530","5","Germany, USA"
"3","2","Bride Wars","$5,149","-31.1%","1","$5,149","$46,369","5","USA"
"4","3","Seven Pounds","$4,417","-34.2%","1","$4,417","$24,323","3","USA"
"5","4","Underworld: Rise of the Lycans","$3,167","-50.1%","1","$3,167","$32,064","4","USA"
"6","5","Australia","$1,517","-18.1%","1","$1,517","$40,793","8","Australia, USA"
"7","6","Quarantine","$1,186","-33.4%","1","$1,186","$21,838","6","USA"
"8","7","The Day the Earth Stood Still (2008)","$796","-16.0%","1","$796","$57,245","10","USA"
"9","8","Punisher: War Zone","$454","-43.0%","1","$454","$41,454","11","Canada, Germany, USA"
" TW"," LW"," Movie"," Weekend Gross"," Change"," Screens"," Change / Avg."," Gross-to-Date"," Week"," Production Country",""
"1","1","Valkyrie","$11,559","-26.3%","1","-1","$11,559","$86,615","4","Germany, USA"
"2","4","Bride Wars","$7,473","+21.8%","1","-","$7,473","$38,339","4","USA"
"3","2","Seven Pounds","$6,714","-9.8%","1","-","$6,714","$17,725","2","USA"
"4","3","Underworld: Rise of the Lycans","$6,343","-0.3%","1","-","$6,343","$26,581","3","USA"
"5","6","Australia","$1,852","-6.8%","1","-","$1,852","$38,568","7","Australia, USA"
"6","5","Quarantine","$1,780","-36.1%","1","-","$1,780","$20,058","5","USA"
"7","9","The Day the Earth Stood Still (2008)","$947","+28.0%","1","-","$947","$56,131","9","USA"
"8","7","Punisher: War Zone","$796","-30.5%","1","-","$796","$40,483","10","Canada, Germany, USA"
"9","8","Quantum of Solace","$637","-31.6%","1","-","$637","$197,222","14","UK, USA"
"10","10","Lakeview Terrace","$621","+16.5%","1","-","$621","$19,476","8","USA"
